t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man,MVMan
0.000000000000000000e+00,5.500000000000000000e+01,6.801269545280398177e+01,-8.509677933730486643e+01,7.208408388450088466e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.927700000000000102e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
1.000000000000000000e+00,5.500000000000000000e+01,6.801269545280398177e+01,-8.177197051735643640e+01,6.875927506455245464e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.927700000000000102e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
2.000000000000000000e+00,5.500000000000000000e+01,6.758931863895408299e+01,-7.772841740826545731e+01,6.513909876931137433e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.940599999999999881e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
3.000000000000000000e+00,5.499999999999999289e+01,6.779936605047652165e+01,-7.515660804565618491e+01,6.235724199517965616e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.934199999999999875e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
4.000000000000000000e+00,5.500000000000000711e+01,6.790438975623773388e+01,-7.249677478289004284e+01,5.959238502665231607e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.930999999999999872e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
5.000000000000000000e+00,5.500000000000000000e+01,6.769434234471529521e+01,-6.931546480067204641e+01,5.662112245595675120e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.937399999999999878e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
6.000000000000000000e+00,5.499999999999999289e+01,6.758931863895408299e+01,-6.648753579758198384e+01,5.389821715862789375e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.940599999999999881e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
7.000000000000000000e+00,5.500000000000000000e+01,6.737598923662659445e+01,-6.356210336560118890e+01,5.118611412897459445e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.947100000000000009e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
8.000000000000000000e+00,5.500000000000000000e+01,6.727096553086538222e+01,-6.098485887770863911e+01,4.871389334684325689e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.950300000000000011e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.000000000000000000e+00,5.500000000000000000e+01,6.758931863895408299e+01,-5.939374107617936716e+01,4.680442243722528417e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.940599999999999881e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
