t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man,MVMan
0.000000000000000000e+00,5.500000000000000711e+01,6.166532523586035808e+01,-7.202207146497232770e+01,6.535674622911197673e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.121099999999999852e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
1.000000000000000000e+00,5.500000000000000000e+01,6.156030153009913874e+01,-6.879122024377825539e+01,6.223091871367911665e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.124299999999999855e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
2.000000000000000000e+00,5.500000000000000000e+01,6.113692471624922575e+01,-6.504878127258666609e+01,5.891185655633744034e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.137199999999999989e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
3.000000000000000000e+00,5.500000000000000000e+01,6.103190101048800642e+01,-6.211519436929623339e+01,5.608329335880822697e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.140399999999999991e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
4.000000000000000000e+00,5.500000000000000000e+01,6.113692471624922575e+01,-5.974474093405950015e+01,5.360781621781027440e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.137199999999999989e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
5.000000000000000000e+00,5.500000000000000000e+01,6.145527782433791941e+01,-5.792789566193339112e+01,5.147261783759547171e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.127499999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
6.000000000000000000e+00,5.500000000000000000e+01,6.145527782433791941e+01,-5.555377082674117872e+01,4.909849300240325931e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.127499999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
7.000000000000000000e+00,5.500000000000000000e+01,6.113692471624922575e+01,-5.263338668069416570e+01,4.649646196444493995e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.137199999999999989e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
8.000000000000000000e+00,5.500000000000000000e+01,6.103190101048800642e+01,-5.027244787415148153e+01,4.424054686366347511e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.140399999999999991e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.000000000000000000e+00,5.500000000000000000e+01,6.145527782433791941e+01,-4.910399322295081248e+01,4.264871539861289307e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.127499999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
