t,MV,MVP,MVI,MVD,SP,PV,DV,Man,MVMan
8.100000000000000000e+01,5.500000000000000000e+01,6.251207886356017696e+01,-2.042286370440141496e+00,-5.469792493120035459e+00,5.000000000000000000e+01,3.095299999999999940e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
8.200000000000000000e+01,5.500000000000000000e+01,6.272212627508261562e+01,-2.727243991403341283e+00,-4.994882283679274337e+00,5.000000000000000000e+01,3.088899999999999935e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
8.300000000000000000e+01,5.500000000000000000e+01,6.134697212777166442e+01,-1.250000934551565024e-01,-6.221972034316507916e+00,5.000000000000000000e+01,3.130799999999999983e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
8.400000000000000000e+01,5.500000000000000000e+01,6.229874946123270263e+01,-2.372512686338998478e+00,-4.926236774893704151e+00,5.000000000000000000e+01,3.101800000000000068e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
8.500000000000000000e+01,5.500000000000000000e+01,6.198367834394904463e+01,-1.950727525081565439e+00,-5.032950818867479192e+00,5.000000000000000000e+01,3.111400000000000077e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
8.600000000000000000e+01,5.500000000000000000e+01,6.166532523586035808e+01,-1.527103997396286772e+00,-5.138221238464071305e+00,5.000000000000000000e+01,3.121099999999999852e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
8.700000000000000000e+01,5.500000000000000000e+01,6.103190101048800642e+01,-4.593328867510191316e-01,-5.572568123736987289e+00,5.000000000000000000e+01,3.140399999999999991e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
8.800000000000000000e+01,5.500000000000000000e+01,5.997181798046070611e+01,1.467262729700532731e+00,-6.439080710161238841e+00,5.000000000000000000e+01,3.172700000000000031e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
8.900000000000000000e+01,5.500000000000000000e+01,5.997181798046070611e+01,1.170266344592736374e+00,-6.142084325053442484e+00,5.000000000000000000e+01,3.172700000000000031e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.000000000000000000e+01,5.500000000000000000e+01,6.081857160816052499e+01,-8.572271449480082239e-01,-4.961344463212516764e+00,5.000000000000000000e+01,3.146900000000000119e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.100000000000000000e+01,5.500000000000000000e+01,5.912834634356591579e+01,2.395566732106065189e+00,-6.523913075671980977e+00,5.000000000000000000e+01,3.198400000000000176e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.200000000000000000e+01,5.500000000000000000e+01,6.039519479431062621e+01,-5.148756794824471683e-01,-4.880319114828179039e+00,5.000000000000000000e+01,3.159799999999999898e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.300000000000000000e+01,5.500000000000000000e+01,5.859666383314975491e+01,2.964750222166309790e+00,-6.561414055316064697e+00,5.000000000000000000e+01,3.214600000000000080e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.400000000000000000e+01,5.500000000000000000e+01,5.817656901010487758e+01,3.527448768871783713e+00,-6.704017778976661290e+00,5.000000000000000000e+01,3.227400000000000091e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.500000000000000000e+01,5.500000000000000000e+01,5.880999323547722213e+01,1.913465809350000768e+00,-5.723459044827222897e+00,5.000000000000000000e+01,3.208100000000000307e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.600000000000000000e+01,5.500000000000000000e+01,5.870496952971601701e+01,1.865811142930877686e+00,-5.570780672646894693e+00,5.000000000000000000e+01,3.211299999999999955e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.700000000000000000e+01,5.500000000000000000e+01,5.680141486279394059e+01,5.529924531238247454e+00,-7.331339394032188039e+00,5.000000000000000000e+01,3.269299999999999784e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.800000000000000000e+01,5.500000000000000000e+01,5.732981538240507291e+01,4.103341327315430220e+00,-6.433156709720503130e+00,5.000000000000000000e+01,3.253199999999999648e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.900000000000000000e+01,5.500000000000000000e+01,5.701146227431637215e+01,4.462381709252344564e+00,-6.473843983568716709e+00,5.000000000000000000e+01,3.262899999999999778e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
1.000000000000000000e+02,5.209048365182492546e+01,5.531795501891671307e+01,4.742657105811683316e+00,-7.970128472903466488e+00,5.000000000000000000e+01,3.314500000000000313e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.010000000000000000e+02,5.405312654317503274e+01,5.595466123509410750e+01,5.026158454725369040e+00,-6.927693146644442024e+00,5.000000000000000000e+01,3.295100000000000051e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.020000000000000000e+02,5.290767509419654857e+01,5.510790760739427441e+01,5.305369619580181606e+00,-7.505602132777910107e+00,5.000000000000000000e+01,3.320900000000000318e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.030000000000000000e+02,5.440731789586178024e+01,5.553128442124420161e+01,5.586725876464430307e+00,-6.710692401846852562e+00,5.000000000000000000e+01,3.307999999999999829e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.040000000000000000e+02,5.565557486948967636e+01,5.584963752933290237e+01,5.869695109525852494e+00,-6.063757769369075845e+00,5.000000000000000000e+01,3.298299999999999699e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.050000000000000000e+02,5.599458552609027606e+01,5.574133183276664028e+01,6.152115598114628270e+00,-5.898861904790988042e+00,5.000000000000000000e+01,3.301599999999999824e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.060000000000000000e+02,5.502424292145762053e+01,5.500288390163306929e+01,6.430794647117177298e+00,-6.409435627292622506e+00,5.000000000000000000e+01,3.324099999999999966e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.070000000000000000e+02,5.494117450030601901e+01,5.468453079354436852e+01,6.707860719942552841e+00,-6.451217013180899684e+00,5.000000000000000000e+01,3.333800000000000097e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.080000000000000000e+02,5.442468727772114789e+01,5.415613027393323620e+01,6.982249584886228710e+00,-6.713692581098312573e+00,5.000000000000000000e+01,3.349900000000000233e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.090000000000000000e+02,5.522560521104858822e+01,5.426115397969446263e+01,7.257170565682167229e+00,-6.292719334328038094e+00,5.000000000000000000e+01,3.346699999999999875e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.100000000000000000e+02,5.316804285940278163e+01,5.299102353814473076e+01,7.525656270389796454e+00,-7.348636949131744700e+00,5.000000000000000000e+01,3.385399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.110000000000000000e+02,5.487336388631972284e+01,5.352270604856089165e+01,7.796835811599508226e+00,-6.446177973840677922e+00,5.000000000000000000e+01,3.369200000000000017e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.120000000000000000e+02,5.347651473119022114e+01,5.257092871509985343e+01,8.063193052898084190e+00,-7.157607036807719147e+00,5.000000000000000000e+01,3.398199999999999932e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.130000000000000000e+02,5.494047559389017721e+01,5.299102353814473076e+01,8.331678757605713415e+00,-6.382226701860270524e+00,5.000000000000000000e+01,3.385399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
