tm,MVm,PVm
1.050000000000000000e+02,1.000000000000000000e+00,1.135999999999999233e-01
1.060000000000000000e+02,1.000000000000000000e+00,1.168249999999998734e-01
1.070000000000000000e+02,1.000000000000000000e+00,1.208499999999999019e-01
1.080000000000000000e+02,1.000000000000000000e+00,1.208499999999999019e-01
1.090000000000000000e+02,1.000000000000000000e+00,1.208499999999999019e-01
1.100000000000000000e+02,1.000000000000000000e+00,1.216499999999999942e-01
1.110000000000000000e+02,1.000000000000000000e+00,1.216499999999999942e-01
1.120000000000000000e+02,1.000000000000000000e+00,1.256750000000000367e-01
1.130000000000000000e+02,1.000000000000000000e+00,1.280999999999998806e-01
1.140000000000000000e+02,1.000000000000000000e+00,1.288999999999999591e-01
1.150000000000000000e+02,1.000000000000000000e+00,1.305249999999999189e-01
1.160000000000000000e+02,1.000000000000000000e+00,1.345499999999999474e-01
1.170000000000000000e+02,1.000000000000000000e+00,1.369499999999998496e-01
1.180000000000000000e+02,1.000000000000000000e+00,1.369499999999998496e-01
1.190000000000000000e+02,1.000000000000000000e+00,1.369499999999998496e-01
1.200000000000000000e+02,1.000000000000000000e+00,1.369499999999998496e-01
1.210000000000000000e+02,1.000000000000000000e+00,1.385749999999999760e-01
1.220000000000000000e+02,1.000000000000000000e+00,1.417999999999999261e-01
1.230000000000000000e+02,1.000000000000000000e+00,1.442249999999999643e-01
1.240000000000000000e+02,1.000000000000000000e+00,1.450249999999998762e-01
1.250000000000000000e+02,1.000000000000000000e+00,1.450249999999998762e-01
1.260000000000000000e+02,1.000000000000000000e+00,1.450249999999998762e-01
1.270000000000000000e+02,1.000000000000000000e+00,1.450249999999998762e-01
1.280000000000000000e+02,1.000000000000000000e+00,1.450249999999998762e-01
1.290000000000000000e+02,1.000000000000000000e+00,1.482499999999999929e-01
1.300000000000000000e+02,1.000000000000000000e+00,1.482499999999999929e-01
1.310000000000000000e+02,1.000000000000000000e+00,1.522750000000000214e-01
1.320000000000000000e+02,1.000000000000000000e+00,1.514749999999999430e-01
1.330000000000000000e+02,1.000000000000000000e+00,1.522750000000000214e-01
1.340000000000000000e+02,1.000000000000000000e+00,1.530749999999999333e-01
1.350000000000000000e+02,1.000000000000000000e+00,1.530749999999999333e-01
1.360000000000000000e+02,1.000000000000000000e+00,1.546749999999999514e-01
1.370000000000000000e+02,1.000000000000000000e+00,1.587249999999999217e-01
1.380000000000000000e+02,1.000000000000000000e+00,1.578999999999998738e-01
1.390000000000000000e+02,1.000000000000000000e+00,1.611250000000000182e-01
1.400000000000000000e+02,1.000000000000000000e+00,1.611250000000000182e-01
1.410000000000000000e+02,1.000000000000000000e+00,1.619249999999999301e-01
1.420000000000000000e+02,1.000000000000000000e+00,1.611250000000000182e-01
1.430000000000000000e+02,1.000000000000000000e+00,1.611250000000000182e-01
1.440000000000000000e+02,1.000000000000000000e+00,1.619249999999999301e-01
1.450000000000000000e+02,1.000000000000000000e+00,1.643499999999999406e-01
1.460000000000000000e+02,1.000000000000000000e+00,1.627499999999999503e-01
1.470000000000000000e+02,1.000000000000000000e+00,1.643499999999999406e-01
1.480000000000000000e+02,1.000000000000000000e+00,1.643499999999999406e-01
1.490000000000000000e+02,1.000000000000000000e+00,1.627499999999999503e-01
1.500000000000000000e+02,1.000000000000000000e+00,1.643499999999999406e-01
1.510000000000000000e+02,1.000000000000000000e+00,1.659749999999999004e-01
1.520000000000000000e+02,1.000000000000000000e+00,1.643499999999999406e-01
1.530000000000000000e+02,1.000000000000000000e+00,1.683749999999999969e-01
1.540000000000000000e+02,1.000000000000000000e+00,1.683749999999999969e-01
1.550000000000000000e+02,1.000000000000000000e+00,1.692000000000000171e-01
1.560000000000000000e+02,1.000000000000000000e+00,1.692000000000000171e-01
1.570000000000000000e+02,1.000000000000000000e+00,1.692000000000000171e-01
1.580000000000000000e+02,1.000000000000000000e+00,1.692000000000000171e-01
1.590000000000000000e+02,1.000000000000000000e+00,1.692000000000000171e-01
1.600000000000000000e+02,1.000000000000000000e+00,1.715999999999999193e-01
1.610000000000000000e+02,1.000000000000000000e+00,1.748249999999998694e-01
1.620000000000000000e+02,1.000000000000000000e+00,1.732249999999998791e-01
1.630000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
1.640000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
1.650000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
1.660000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
1.670000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
1.680000000000000000e+02,1.000000000000000000e+00,1.780499999999999861e-01
1.690000000000000000e+02,1.000000000000000000e+00,1.820749999999998481e-01
1.700000000000000000e+02,1.000000000000000000e+00,1.844999999999998863e-01
1.710000000000000000e+02,1.000000000000000000e+00,1.852999999999999647e-01
1.720000000000000000e+02,1.000000000000000000e+00,1.860999999999998766e-01
1.730000000000000000e+02,1.000000000000000000e+00,1.893250000000000210e-01
1.740000000000000000e+02,1.000000000000000000e+00,1.925499999999999434e-01
1.750000000000000000e+02,1.000000000000000000e+00,1.933499999999998553e-01
1.760000000000000000e+02,1.000000000000000000e+00,1.933499999999998553e-01
1.770000000000000000e+02,1.000000000000000000e+00,1.941749999999999032e-01
1.780000000000000000e+02,1.000000000000000000e+00,1.933499999999998553e-01
1.790000000000000000e+02,1.000000000000000000e+00,1.981999999999999318e-01
1.800000000000000000e+02,1.000000000000000000e+00,1.981999999999999318e-01
1.810000000000000000e+02,1.000000000000000000e+00,2.014249999999998819e-01
1.820000000000000000e+02,1.000000000000000000e+00,2.014249999999998819e-01
1.830000000000000000e+02,1.000000000000000000e+00,2.014249999999998819e-01
1.840000000000000000e+02,1.000000000000000000e+00,2.014249999999998819e-01
1.850000000000000000e+02,1.000000000000000000e+00,2.046499999999999986e-01
1.860000000000000000e+02,1.000000000000000000e+00,2.062499999999999889e-01
1.870000000000000000e+02,1.000000000000000000e+00,2.062499999999999889e-01
1.880000000000000000e+02,1.000000000000000000e+00,2.054499999999999105e-01
1.890000000000000000e+02,1.000000000000000000e+00,2.062499999999999889e-01
1.900000000000000000e+02,1.000000000000000000e+00,2.086749999999998606e-01
1.910000000000000000e+02,1.000000000000000000e+00,2.094749999999999390e-01
1.920000000000000000e+02,1.000000000000000000e+00,2.094749999999999390e-01
1.930000000000000000e+02,1.000000000000000000e+00,2.094749999999999390e-01
1.940000000000000000e+02,1.000000000000000000e+00,2.094749999999999390e-01
1.950000000000000000e+02,1.000000000000000000e+00,2.126999999999998892e-01
1.960000000000000000e+02,1.000000000000000000e+00,2.126999999999998892e-01
1.970000000000000000e+02,1.000000000000000000e+00,2.126999999999998892e-01
1.980000000000000000e+02,1.000000000000000000e+00,2.150999999999999857e-01
1.990000000000000000e+02,1.000000000000000000e+00,2.167249999999999177e-01
2.000000000000000000e+02,1.000000000000000000e+00,2.175250000000000239e-01
2.010000000000000000e+02,1.000000000000000000e+00,2.175250000000000239e-01
2.020000000000000000e+02,1.000000000000000000e+00,2.175250000000000239e-01
2.030000000000000000e+02,1.000000000000000000e+00,2.175250000000000239e-01
2.040000000000000000e+02,1.000000000000000000e+00,2.183249999999999358e-01
2.050000000000000000e+02,1.000000000000000000e+00,2.191499999999999559e-01
2.060000000000000000e+02,1.000000000000000000e+00,2.183249999999999358e-01
2.070000000000000000e+02,1.000000000000000000e+00,2.215499999999998582e-01
2.080000000000000000e+02,1.000000000000000000e+00,2.215499999999998582e-01
2.090000000000000000e+02,1.000000000000000000e+00,2.239749999999998964e-01
2.100000000000000000e+02,1.000000000000000000e+00,2.231749999999999845e-01
2.110000000000000000e+02,1.000000000000000000e+00,2.255749999999999145e-01
2.120000000000000000e+02,1.000000000000000000e+00,2.255749999999999145e-01
2.130000000000000000e+02,1.000000000000000000e+00,2.272000000000000131e-01
2.140000000000000000e+02,1.000000000000000000e+00,2.328249999999998932e-01
2.150000000000000000e+02,1.000000000000000000e+00,2.320249999999999813e-01
2.160000000000000000e+02,1.000000000000000000e+00,2.336499999999999133e-01
2.170000000000000000e+02,1.000000000000000000e+00,2.336499999999999133e-01
2.180000000000000000e+02,1.000000000000000000e+00,2.336499999999999133e-01
2.190000000000000000e+02,1.000000000000000000e+00,2.376749999999999419e-01
2.200000000000000000e+02,1.000000000000000000e+00,2.384749999999998538e-01
2.210000000000000000e+02,1.000000000000000000e+00,2.416999999999999704e-01
2.220000000000000000e+02,1.000000000000000000e+00,2.416999999999999704e-01
2.230000000000000000e+02,1.000000000000000000e+00,2.432999999999999885e-01
2.240000000000000000e+02,1.000000000000000000e+00,2.465249999999999386e-01
2.250000000000000000e+02,1.000000000000000000e+00,2.481499999999998707e-01
2.260000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
2.270000000000000000e+02,1.000000000000000000e+00,2.489499999999999491e-01
2.280000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
2.290000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
2.300000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
2.310000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
2.320000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
2.330000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
2.340000000000000000e+02,1.000000000000000000e+00,2.505499999999999394e-01
2.350000000000000000e+02,1.000000000000000000e+00,2.521749999999999270e-01
2.360000000000000000e+02,1.000000000000000000e+00,2.521749999999999270e-01
2.370000000000000000e+02,1.000000000000000000e+00,2.505499999999999394e-01
2.380000000000000000e+02,1.000000000000000000e+00,2.521749999999999270e-01
2.390000000000000000e+02,1.000000000000000000e+00,2.505499999999999394e-01
2.400000000000000000e+02,1.000000000000000000e+00,2.521749999999999270e-01
2.410000000000000000e+02,1.000000000000000000e+00,2.529750000000000054e-01
2.420000000000000000e+02,1.000000000000000000e+00,2.521749999999999270e-01
2.430000000000000000e+02,1.000000000000000000e+00,2.554000000000000159e-01
2.440000000000000000e+02,1.000000000000000000e+00,2.569999999999998397e-01
2.450000000000000000e+02,1.000000000000000000e+00,2.545999999999999375e-01
2.460000000000000000e+02,1.000000000000000000e+00,2.569999999999998397e-01
2.470000000000000000e+02,1.000000000000000000e+00,2.577999999999999181e-01
2.480000000000000000e+02,1.000000000000000000e+00,2.577999999999999181e-01
2.490000000000000000e+02,1.000000000000000000e+00,2.577999999999999181e-01
2.500000000000000000e+02,1.000000000000000000e+00,2.577999999999999181e-01
2.510000000000000000e+02,1.000000000000000000e+00,2.577999999999999181e-01
2.520000000000000000e+02,1.000000000000000000e+00,2.577999999999999181e-01
2.530000000000000000e+02,1.000000000000000000e+00,2.577999999999999181e-01
2.540000000000000000e+02,1.000000000000000000e+00,2.594249999999999057e-01
2.550000000000000000e+02,1.000000000000000000e+00,2.577999999999999181e-01
2.560000000000000000e+02,1.000000000000000000e+00,2.594249999999999057e-01
2.570000000000000000e+02,1.000000000000000000e+00,2.577999999999999181e-01
2.580000000000000000e+02,1.000000000000000000e+00,2.610249999999998960e-01
2.590000000000000000e+02,1.000000000000000000e+00,2.610249999999998960e-01
2.600000000000000000e+02,1.000000000000000000e+00,2.634499999999999065e-01
2.610000000000000000e+02,1.000000000000000000e+00,2.642499999999999849e-01
2.620000000000000000e+02,1.000000000000000000e+00,2.618499999999999162e-01
2.630000000000000000e+02,1.000000000000000000e+00,2.650499999999998968e-01
2.640000000000000000e+02,1.000000000000000000e+00,2.658749999999999725e-01
2.650000000000000000e+02,1.000000000000000000e+00,2.658749999999999725e-01
2.660000000000000000e+02,1.000000000000000000e+00,2.658749999999999725e-01
2.670000000000000000e+02,1.000000000000000000e+00,2.658749999999999725e-01
2.680000000000000000e+02,1.000000000000000000e+00,2.658749999999999725e-01
2.690000000000000000e+02,1.000000000000000000e+00,2.658749999999999725e-01
2.700000000000000000e+02,1.000000000000000000e+00,2.658749999999999725e-01
2.710000000000000000e+02,1.000000000000000000e+00,2.658749999999999725e-01
2.720000000000000000e+02,1.000000000000000000e+00,2.682749999999998747e-01
2.730000000000000000e+02,1.000000000000000000e+00,2.698999999999999733e-01
2.740000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.750000000000000000e+02,1.000000000000000000e+00,2.731249999999999512e-01
2.760000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.770000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.780000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.790000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.800000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.810000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.820000000000000000e+02,1.000000000000000000e+00,2.731249999999999512e-01
2.830000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.840000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
2.850000000000000000e+02,1.000000000000000000e+00,2.731249999999999512e-01
2.860000000000000000e+02,1.000000000000000000e+00,2.714999999999999636e-01
2.870000000000000000e+02,1.000000000000000000e+00,2.731249999999999512e-01
2.880000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.890000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.900000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.910000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.920000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.930000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.940000000000000000e+02,1.000000000000000000e+00,2.739250000000000296e-01
2.950000000000000000e+02,1.000000000000000000e+00,2.763499999999998735e-01
2.960000000000000000e+02,1.000000000000000000e+00,2.763499999999998735e-01
2.970000000000000000e+02,1.000000000000000000e+00,2.795750000000000179e-01
2.980000000000000000e+02,1.000000000000000000e+00,2.787499999999999423e-01
2.990000000000000000e+02,1.000000000000000000e+00,2.811750000000000083e-01
3.000000000000000000e+02,1.000000000000000000e+00,2.819749999999999202e-01
3.010000000000000000e+02,1.000000000000000000e+00,2.819749999999999202e-01
3.020000000000000000e+02,1.000000000000000000e+00,2.811750000000000083e-01
3.030000000000000000e+02,1.000000000000000000e+00,2.819749999999999202e-01
3.040000000000000000e+02,1.000000000000000000e+00,2.819749999999999202e-01
3.050000000000000000e+02,1.000000000000000000e+00,2.819749999999999202e-01
3.060000000000000000e+02,1.000000000000000000e+00,2.819749999999999202e-01
3.070000000000000000e+02,1.000000000000000000e+00,2.819749999999999202e-01
3.080000000000000000e+02,1.000000000000000000e+00,2.819749999999999202e-01
3.090000000000000000e+02,1.000000000000000000e+00,2.827749999999999986e-01
3.100000000000000000e+02,1.000000000000000000e+00,2.851999999999998425e-01
3.110000000000000000e+02,1.000000000000000000e+00,2.884249999999999869e-01
3.120000000000000000e+02,1.000000000000000000e+00,2.859999999999999210e-01
3.130000000000000000e+02,1.000000000000000000e+00,2.868249999999999966e-01
3.140000000000000000e+02,1.000000000000000000e+00,2.884249999999999869e-01
3.150000000000000000e+02,1.000000000000000000e+00,2.884249999999999869e-01
3.160000000000000000e+02,1.000000000000000000e+00,2.868249999999999966e-01
3.170000000000000000e+02,1.000000000000000000e+00,2.843999999999999306e-01
3.180000000000000000e+02,1.000000000000000000e+00,2.876249999999999085e-01
3.190000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.200000000000000000e+02,1.000000000000000000e+00,2.892249999999998988e-01
3.210000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.220000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.230000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.240000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.250000000000000000e+02,1.000000000000000000e+00,2.908499999999999974e-01
3.260000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.270000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.280000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.290000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.300000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.310000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.320000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.330000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.340000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.350000000000000000e+02,1.000000000000000000e+00,2.908499999999999974e-01
3.360000000000000000e+02,1.000000000000000000e+00,2.908499999999999974e-01
3.370000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.380000000000000000e+02,1.000000000000000000e+00,2.916499999999999093e-01
3.390000000000000000e+02,1.000000000000000000e+00,2.940749999999999753e-01
3.400000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.410000000000000000e+02,1.000000000000000000e+00,2.908499999999999974e-01
3.420000000000000000e+02,1.000000000000000000e+00,2.900499999999999190e-01
3.430000000000000000e+02,1.000000000000000000e+00,2.908499999999999974e-01
3.440000000000000000e+02,1.000000000000000000e+00,2.908499999999999974e-01
3.450000000000000000e+02,1.000000000000000000e+00,2.916499999999999093e-01
3.460000000000000000e+02,1.000000000000000000e+00,2.924499999999999877e-01
3.470000000000000000e+02,1.000000000000000000e+00,2.932499999999998996e-01
3.480000000000000000e+02,1.000000000000000000e+00,2.924499999999999877e-01
3.490000000000000000e+02,1.000000000000000000e+00,2.940749999999999753e-01
3.500000000000000000e+02,1.000000000000000000e+00,2.948749999999998872e-01
3.510000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.520000000000000000e+02,1.000000000000000000e+00,2.956749999999999656e-01
3.530000000000000000e+02,1.000000000000000000e+00,2.972999999999998977e-01
3.540000000000000000e+02,1.000000000000000000e+00,2.964749999999998775e-01
3.550000000000000000e+02,1.000000000000000000e+00,2.972999999999998977e-01
3.560000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.570000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.580000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.590000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.600000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.610000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.620000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.630000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.640000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.650000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.660000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.670000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.680000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.690000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.700000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.710000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.720000000000000000e+02,1.000000000000000000e+00,2.980999999999999761e-01
3.730000000000000000e+02,1.000000000000000000e+00,2.996999999999999664e-01
3.740000000000000000e+02,1.000000000000000000e+00,3.004999999999998783e-01
3.750000000000000000e+02,1.000000000000000000e+00,2.996999999999999664e-01
3.760000000000000000e+02,1.000000000000000000e+00,2.996999999999999664e-01
3.770000000000000000e+02,1.000000000000000000e+00,3.021250000000000324e-01
3.780000000000000000e+02,1.000000000000000000e+00,3.045499999999998764e-01
3.790000000000000000e+02,1.000000000000000000e+00,3.045499999999998764e-01
3.800000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.810000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.820000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.830000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.840000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.850000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.860000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
