t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man,MVMan
0.000000000000000000e+00,5.499999999999998579e+01,9.001187981897417956e+01,-1.304120672733158131e+02,9.540018745434161929e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.257400000000000162e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
1.000000000000000000e+00,5.500000000000000000e+01,8.979855041664671944e+01,-1.255723965039855869e+02,9.077384608733886751e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.263899999999999935e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
2.000000000000000000e+00,5.500000000000000000e+01,9.001187981897417956e+01,-1.218249696033702776e+02,8.681308978439609803e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.257400000000000162e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
3.000000000000000000e+00,5.500000000000000000e+01,9.011690352473540599e+01,-1.180371339571766782e+02,8.292023043244127223e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.254200000000000159e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
4.000000000000000000e+00,5.500000000000000000e+01,8.969352671088550721e+01,-1.133404204447226959e+02,7.864689373383718873e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.267099999999999937e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
5.000000000000000000e+00,5.500000000000000000e+01,8.958850300512428078e+01,-1.094965739926684023e+02,7.490807098754412152e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.270299999999999940e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
6.000000000000000000e+00,5.500000000000000000e+01,8.969352671088550721e+01,-1.062578458521045803e+02,7.156431914121907312e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.267099999999999937e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
7.000000000000000000e+00,5.500000000000000000e+01,8.979855041664671944e+01,-1.031733450392847402e+02,6.837479462263802077e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.263899999999999935e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
8.000000000000000000e+00,5.500000000000000000e+01,8.990685611321296733e+01,-1.002427184162653049e+02,6.533586230305233755e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.260600000000000165e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.000000000000000000e+00,5.500000000000000000e+01,8.937517360279680645e+01,-9.613397210919464442e+01,6.175879850639783797e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.276800000000000068e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
1.000000000000000000e+01,5.500000000000000000e+01,8.948347929936306855e+01,-9.350850192369429692e+01,5.902502262433122837e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.273499999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
1.100000000000000000e+01,5.500000000000000000e+01,8.916512619127436778e+01,-9.013026617629590476e+01,5.596513998502153697e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.283200000000000074e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
1.200000000000000000e+01,5.500000000000000000e+01,8.916512619127436778e+01,-8.754892809159484557e+01,5.338380190032047778e+01,0.000000000000000000e+00,5.000000000000000000e+01,2.283200000000000074e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
