tm,MVm,PVm
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.400000000000090863e-03
2.000000000000000000e+00,1.000000000000000000e+00,-8.250000000000312205e-04
3.000000000000000000e+00,1.000000000000000000e+00,8.000000000000894850e-04
4.000000000000000000e+00,1.000000000000000000e+00,8.000000000000894850e-04
5.000000000000000000e+00,1.000000000000000000e+00,4.825000000000123461e-03
6.000000000000000000e+00,1.000000000000000000e+00,8.000000000000894850e-04
7.000000000000000000e+00,1.000000000000000000e+00,-1.624999999999943113e-03
8.000000000000000000e+00,1.000000000000000000e+00,-4.049999999999975495e-03
9.000000000000000000e+00,1.000000000000000000e+00,3.225000000000122300e-03
1.000000000000000000e+01,1.000000000000000000e+00,6.425000000000125056e-03
1.100000000000000000e+01,1.000000000000000000e+00,-8.250000000000312205e-04
1.200000000000000000e+01,1.000000000000000000e+00,-4.849999999999887387e-03
1.300000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,1.000000000000000000e+00,4.825000000000123461e-03
1.500000000000000000e+01,1.000000000000000000e+00,4.825000000000123461e-03
1.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,1.000000000000000000e+00,-1.624999999999943113e-03
1.800000000000000000e+01,1.000000000000000000e+00,-1.624999999999943113e-03
1.900000000000000000e+01,1.000000000000000000e+00,-5.649999999999977089e-03
2.000000000000000000e+01,1.000000000000000000e+00,-1.047499999999992361e-02
2.100000000000000000e+01,1.000000000000000000e+00,-4.849999999999887387e-03
2.200000000000000000e+01,1.000000000000000000e+00,2.400000000000090863e-03
2.300000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,1.000000000000000000e+00,-3.224999999999944491e-03
2.500000000000000000e+01,1.000000000000000000e+00,-8.075000000000009254e-03
2.600000000000000000e+01,1.000000000000000000e+00,-6.449999999999888982e-03
2.700000000000000000e+01,1.000000000000000000e+00,-5.649999999999977089e-03
2.800000000000000000e+01,1.000000000000000000e+00,-4.049999999999975495e-03
2.900000000000000000e+01,1.000000000000000000e+00,-8.075000000000009254e-03
3.000000000000000000e+01,1.000000000000000000e+00,-8.075000000000009254e-03
3.100000000000000000e+01,1.000000000000000000e+00,-9.675000000000011716e-03
3.200000000000000000e+01,1.000000000000000000e+00,-4.849999999999887387e-03
3.300000000000000000e+01,1.000000000000000000e+00,-3.224999999999944491e-03
3.400000000000000000e+01,1.000000000000000000e+00,8.000000000000894850e-04
3.500000000000000000e+01,1.000000000000000000e+00,-3.224999999999944491e-03
3.600000000000000000e+01,1.000000000000000000e+00,-7.249999999999978684e-03
3.700000000000000000e+01,1.000000000000000000e+00,-6.449999999999888982e-03
3.800000000000000000e+01,1.000000000000000000e+00,-4.049999999999975495e-03
3.900000000000000000e+01,1.000000000000000000e+00,-8.250000000000312205e-04
4.000000000000000000e+01,1.000000000000000000e+00,-5.649999999999977089e-03
4.100000000000000000e+01,1.000000000000000000e+00,-8.874999999999921146e-03
4.200000000000000000e+01,1.000000000000000000e+00,-1.624999999999943113e-03
4.300000000000000000e+01,1.000000000000000000e+00,3.225000000000122300e-03
4.400000000000000000e+01,1.000000000000000000e+00,2.400000000000090863e-03
4.500000000000000000e+01,1.000000000000000000e+00,-3.224999999999944491e-03
4.600000000000000000e+01,1.000000000000000000e+00,-1.624999999999943113e-03
4.700000000000000000e+01,1.000000000000000000e+00,-1.624999999999943113e-03
4.800000000000000000e+01,1.000000000000000000e+00,5.625000000000035354e-03
4.900000000000000000e+01,1.000000000000000000e+00,8.849999999999979411e-03
5.000000000000000000e+01,1.000000000000000000e+00,4.025000000000033759e-03
5.100000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000000e+01,1.000000000000000000e+00,3.225000000000122300e-03
5.300000000000000000e+01,1.000000000000000000e+00,8.050000000000067518e-03
5.400000000000000000e+01,1.000000000000000000e+00,7.249999999999978684e-03
5.500000000000000000e+01,1.000000000000000000e+00,8.849999999999979411e-03
5.600000000000000000e+01,1.000000000000000000e+00,4.825000000000123461e-03
5.700000000000000000e+01,1.000000000000000000e+00,1.287500000000001490e-02
5.800000000000000000e+01,1.000000000000000000e+00,4.825000000000123461e-03
5.900000000000000000e+01,1.000000000000000000e+00,3.225000000000122300e-03
6.000000000000000000e+01,1.000000000000000000e+00,7.249999999999978684e-03
6.100000000000000000e+01,1.000000000000000000e+00,7.249999999999978684e-03
6.200000000000000000e+01,1.000000000000000000e+00,4.825000000000123461e-03
6.300000000000000000e+01,1.000000000000000000e+00,8.050000000000067518e-03
6.400000000000000000e+01,1.000000000000000000e+00,8.050000000000067518e-03
6.500000000000000000e+01,1.000000000000000000e+00,9.650000000000069980e-03
6.600000000000000000e+01,1.000000000000000000e+00,1.207500000000010301e-02
6.700000000000000000e+01,1.000000000000000000e+00,1.449999999999995737e-02
6.800000000000000000e+01,1.000000000000000000e+00,8.050000000000067518e-03
6.900000000000000000e+01,1.000000000000000000e+00,1.367500000000010374e-02
7.000000000000000000e+01,1.000000000000000000e+00,1.530000000000004620e-02
7.100000000000000000e+01,1.000000000000000000e+00,1.287500000000001490e-02
7.200000000000000000e+01,1.000000000000000000e+00,1.932500000000008170e-02
7.300000000000000000e+01,1.000000000000000000e+00,2.415000000000002561e-02
7.400000000000000000e+01,1.000000000000000000e+00,2.335000000000011372e-02
7.500000000000000000e+01,1.000000000000000000e+00,2.415000000000002561e-02
7.600000000000000000e+01,1.000000000000000000e+00,2.095000000000002416e-02
7.700000000000000000e+01,1.000000000000000000e+00,2.175000000000011299e-02
7.800000000000000000e+01,1.000000000000000000e+00,2.415000000000002561e-02
7.900000000000000000e+01,1.000000000000000000e+00,3.302500000000012370e-02
8.000000000000000000e+01,1.000000000000000000e+00,2.900000000000009168e-02
8.100000000000000000e+01,1.000000000000000000e+00,2.737499999999997227e-02
8.200000000000000000e+01,1.000000000000000000e+00,2.255000000000002489e-02
