t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man,MVMan
0.000000000000000000e+00,5.500000000000000000e+01,6.378220930510991593e+01,-7.638256090533143094e+01,6.760035160022151501e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.056599999999999895e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
1.000000000000000000e+00,5.500000000000000000e+01,6.378220930510991593e+01,-7.326455991093497744e+01,6.448235060582506151e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.056599999999999895e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
2.000000000000000000e+00,5.500000000000000000e+01,6.356887990278243450e+01,-6.985094453564126127e+01,6.128206463285882677e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.063100000000000023e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
3.000000000000000000e+00,5.500000000000000711e+01,6.378220930510991593e+01,-6.746379759992029790e+01,5.868158829481038907e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.056599999999999895e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
4.000000000000000000e+00,5.500000000000000711e+01,6.346385619702121517e+01,-6.410140242961369950e+01,5.563754623259249144e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.066300000000000026e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
5.000000000000000000e+00,5.500000000000000000e+01,6.356887990278243450e+01,-6.175150865050139259e+01,5.318262874771895810e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.063100000000000023e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
6.000000000000000000e+00,5.500000000000000000e+01,6.367390360854365383e+01,-5.951484557178933699e+01,5.084094196324568316e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.059900000000000020e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
7.000000000000000000e+00,5.500000000000000000e+01,6.388723301087113526e+01,-5.760928534524700950e+01,4.872205233437587424e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.053399999999999892e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
8.000000000000000000e+00,5.500000000000000000e+01,6.441563353048225338e+01,-5.645045993795337580e+01,4.703482640747112242e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.037300000000000111e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
9.000000000000000000e+00,5.500000000000000000e+01,6.420230412815479326e+01,-5.384159478233230089e+01,4.463929065417750763e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.043799999999999883e+01,5.000000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
