t,MV,PV,DV
2.480000000000000000e+02,5.000000000000000000e+01,5.335099999999999909e+01,7.000000000000000000e+01
2.490000000000000000e+02,5.000000000000000000e+01,5.335099999999999909e+01,7.000000000000000000e+01
2.500000000000000000e+02,5.000000000000000000e+01,5.364099999999999824e+01,7.000000000000000000e+01
2.510000000000000000e+02,5.000000000000000000e+01,5.357600000000000051e+01,7.000000000000000000e+01
2.520000000000000000e+02,5.000000000000000000e+01,5.377000000000000313e+01,7.000000000000000000e+01
2.530000000000000000e+02,5.000000000000000000e+01,5.360799999999999699e+01,7.000000000000000000e+01
2.540000000000000000e+02,5.000000000000000000e+01,5.383400000000000318e+01,7.000000000000000000e+01
2.550000000000000000e+02,5.000000000000000000e+01,5.389800000000000324e+01,7.000000000000000000e+01
2.560000000000000000e+02,5.000000000000000000e+01,5.396300000000000097e+01,7.000000000000000000e+01
2.570000000000000000e+02,5.000000000000000000e+01,5.383400000000000318e+01,7.000000000000000000e+01
2.580000000000000000e+02,5.000000000000000000e+01,5.383400000000000318e+01,7.000000000000000000e+01
2.590000000000000000e+02,5.000000000000000000e+01,5.383400000000000318e+01,7.000000000000000000e+01
2.600000000000000000e+02,5.000000000000000000e+01,5.422099999999999653e+01,7.000000000000000000e+01
2.610000000000000000e+02,5.000000000000000000e+01,5.435000000000000142e+01,7.000000000000000000e+01
2.620000000000000000e+02,5.000000000000000000e+01,5.412400000000000233e+01,7.000000000000000000e+01
2.630000000000000000e+02,5.000000000000000000e+01,5.415599999999999881e+01,7.000000000000000000e+01
2.640000000000000000e+02,5.000000000000000000e+01,5.428499999999999659e+01,7.000000000000000000e+01
2.650000000000000000e+02,5.000000000000000000e+01,5.447899999999999920e+01,7.000000000000000000e+01
2.660000000000000000e+02,5.000000000000000000e+01,5.464000000000000057e+01,7.000000000000000000e+01
2.670000000000000000e+02,5.000000000000000000e+01,5.467199999999999704e+01,7.000000000000000000e+01
2.680000000000000000e+02,5.000000000000000000e+01,5.454299999999999926e+01,7.000000000000000000e+01
2.690000000000000000e+02,5.000000000000000000e+01,5.447899999999999920e+01,7.000000000000000000e+01
2.700000000000000000e+02,5.000000000000000000e+01,5.451100000000000279e+01,7.000000000000000000e+01
2.710000000000000000e+02,5.000000000000000000e+01,5.480100000000000193e+01,7.000000000000000000e+01
2.720000000000000000e+02,5.000000000000000000e+01,5.492999999999999972e+01,7.000000000000000000e+01
2.730000000000000000e+02,5.000000000000000000e+01,5.492999999999999972e+01,7.000000000000000000e+01
2.740000000000000000e+02,5.000000000000000000e+01,5.473599999999999710e+01,7.000000000000000000e+01
2.750000000000000000e+02,5.000000000000000000e+01,5.486500000000000199e+01,7.000000000000000000e+01
